route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
4768,3894A5283,573098A3894B5283,,Journal Square,0,,1,0
4768,3894A5283,573113A3894B5283,,Journal Square,0,,1,0
1024,3906A5310,159630A3906B5310,,33rd via Hoboken,1,,2,0
860,3908A5283,572610A3908B5283,,World Trade Center,1,,10,0
859,3528A4969,158411A3528B4969,,Hoboken,0,,7,0
1024,3907A5293,159395A3907B5293,,33rd via Hoboken,1,,2,0
861,3528A4969,160314A3528B4969,,Journal Square,0,,6,0
862,3528A4969,158986A3528B4969,,Newark,0,,9,0
860,3893A5283,572616A3893B5283,,Hoboken,0,,3,0
860,3893A5283,572655A3893B5283,,Hoboken,0,,3,0
1024,3907A5292,159439A3907B5292,,33rd via Hoboken,1,,2,0
860,3528A4969,158532A3528B4969,,World Trade Center,1,,10,0
860,3528A4969,158649A3528B4969,,Hoboken,0,,3,0
859,3528A4969,158278A3528B4969,,33rd Street,1,,11,0
1024,3907A5310,159444A3907B5310,,33rd via Hoboken,1,,2,0
860,3894A5283,572768A3894B5283,,Hoboken,0,,3,0
862,3528A4969,158994A3528B4969,,Newark,0,,9,0
860,3893A5283,572678A3893B5283,,Hoboken,0,,3,0
861,3528A4969,160302A3528B4969,,Journal Square,0,,6,0
1024,3943A5310,160026A3943B5310,,33rd via Hoboken,1,,2,0
4768,3893A5283,572854A3893B5283,,Hoboken,1,,12,0
861,3528A4969,160198A3528B4969,,Journal Square,0,,6,0
1024,3906A5310,159667A3906B5310,,33rd via Hoboken,1,,2,0
861,3528A4969,160227A3528B4969,,Journal Square,0,,6,0
861,3528A4969,160123A3528B4969,,33rd Street,1,,5,0
862,3529A4969,602374A3529B4969,,Newark,0,,9,0
1024,3907A5292,159380A3907B5292,,33rd via Hoboken,1,,2,0
861,3528A4969,160065A3528B4969,,33rd Street,1,,5,0
4768,3908A5283,573153A3908B5283,,Journal Square,0,,1,0
1024,3941A5283,582180A3941B5283,,33rd via Hoboken,1,,2,0
4768,3893A5283,572860A3893B5283,,Hoboken,1,,12,0
1024,3906A5292,159743A3906B5292,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159574A3906B5310,,33rd via Hoboken,1,,2,0
862,3528A4969,159089A3528B4969,,Newark,0,,9,0
4768,3893A5283,573027A3893B5283,,Journal Square,0,,1,0
4768,3894A5283,572889A3894B5283,,Hoboken,1,,12,0
1024,3906A5292,159616A3906B5292,,33rd via Hoboken,1,,2,0
1024,3906A5293,159709A3906B5293,,Journal Square via Hoboken,0,,4,0
4768,3894A5283,572930A3894B5283,,Hoboken,1,,12,0
1024,3906A5310,159601A3906B5310,,33rd via Hoboken,1,,2,0
4768,3893A5283,572866A3893B5283,,Hoboken,1,,12,0
1024,3906A5292,159691A3906B5292,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158726A3528B4969,,Hoboken,0,,3,0
1024,3906A5310,159631A3906B5310,,33rd via Hoboken,1,,2,0
1024,3943A5292,160042A3943B5292,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159172A3528B4969,,World Trade Center,1,,8,0
862,3530A4969,602522A3530B4969,,Newark,0,,9,0
1024,3906A5310,159590A3906B5310,,33rd via Hoboken,1,,2,0
4768,3894A5283,573091A3894B5283,,Journal Square,0,,1,0
1024,3906A5292,159781A3906B5292,,Journal Square via Hoboken,0,,4,0
861,3528A4969,160173A3528B4969,,33rd Street,1,,5,0
859,3528A4969,158312A3528B4969,,33rd Street,1,,11,0
862,3529A4969,602430A3529B4969,,World Trade Center,1,,8,0
4768,3894A5283,573114A3894B5283,,Journal Square,0,,1,0
859,3528A4969,158394A3528B4969,,Hoboken,0,,7,0
1024,3943A5293,160028A3943B5293,,33rd via Hoboken,1,,2,0
862,3528A4969,159138A3528B4969,,World Trade Center,1,,8,0
859,3528A4969,158409A3528B4969,,Hoboken,0,,7,0
860,3894A5283,572717A3894B5283,,Hoboken,0,,3,0
860,3894A5283,572537A3894B5283,,World Trade Center,1,,10,0
4768,3893A5283,573020A3893B5283,,Journal Square,0,,1,0
861,3528A4969,160181A3528B4969,,33rd Street,1,,5,0
4768,3893A5283,572822A3893B5283,,Hoboken,1,,12,0
1024,3907A5293,159422A3907B5293,,33rd via Hoboken,1,,2,0
4768,3893A5283,572874A3893B5283,,Hoboken,1,,12,0
862,3530A4969,602604A3530B4969,,World Trade Center,1,,8,0
4768,3894A5283,572949A3894B5283,,Hoboken,1,,12,0
1024,3906A5310,159710A3906B5310,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159184A3528B4969,,World Trade Center,1,,8,0
860,3894A5283,572533A3894B5283,,World Trade Center,1,,10,0
861,3528A4969,160130A3528B4969,,33rd Street,1,,5,0
860,3528A4969,158537A3528B4969,,World Trade Center,1,,10,0
1024,3907A5292,159469A3907B5292,,Journal Square via Hoboken,0,,4,0
1024,3907A5310,159532A3907B5310,,Journal Square via Hoboken,0,,4,0
861,3528A4969,160262A3528B4969,,Journal Square,0,,6,0
1024,3907A5310,159390A3907B5310,,33rd via Hoboken,1,,2,0
1024,3906A5310,159768A3906B5310,,Journal Square via Hoboken,0,,4,0
861,3528A4969,160100A3528B4969,,33rd Street,1,,5,0
4768,3894A5283,573086A3894B5283,,Journal Square,0,,1,0
1024,3906A5310,159627A3906B5310,,33rd via Hoboken,1,,2,0
1024,3907A5292,159512A3907B5292,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158329A3528B4969,,33rd Street,1,,11,0
859,3528A4969,158293A3528B4969,,33rd Street,1,,11,0
4768,3894A5283,573076A3894B5283,,Journal Square,0,,1,0
1024,3906A5292,159711A3906B5292,,Journal Square via Hoboken,0,,4,0
1024,3907A5293,159516A3907B5293,,Journal Square via Hoboken,0,,4,0
1024,3906A5292,159582A3906B5292,,33rd via Hoboken,1,,2,0
860,3893A5283,572468A3893B5283,,World Trade Center,1,,10,0
1024,3906A5310,159758A3906B5310,,Journal Square via Hoboken,0,,4,0
862,3530A4969,602504A3530B4969,,Newark,0,,9,0
4768,3894A5283,573070A3894B5283,,Journal Square,0,,1,0
861,3528A4969,160098A3528B4969,,33rd Street,1,,5,0
1024,3906A5292,159598A3906B5292,,33rd via Hoboken,1,,2,0
1024,3907A5310,159446A3907B5310,,33rd via Hoboken,1,,2,0
4768,3893A5283,573014A3893B5283,,Journal Square,0,,1,0
859,3528A4969,158364A3528B4969,,Hoboken,0,,7,0
860,3528A4969,158733A3528B4969,,Hoboken,0,,3,0
862,3528A4969,159230A3528B4969,,World Trade Center,1,,8,0
862,3529A4969,602458A3529B4969,,World Trade Center,1,,8,0
1024,3907A5293,159479A3907B5293,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159487A3907B5292,,Journal Square via Hoboken,0,,4,0
4768,3893A5283,572869A3893B5283,,Hoboken,1,,12,0
4768,3893A5283,572799A3893B5283,,Hoboken,1,,12,0
862,3528A4969,159222A3528B4969,,World Trade Center,1,,8,0
862,3529A4969,602461A3529B4969,,World Trade Center,1,,8,0
1024,3906A5292,159752A3906B5292,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158331A3528B4969,,33rd Street,1,,11,0
861,3528A4969,160155A3528B4969,,33rd Street,1,,5,0
1024,3907A5292,159471A3907B5292,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159515A3907B5292,,Journal Square via Hoboken,0,,4,0
1024,3907A5293,159527A3907B5293,,Journal Square via Hoboken,0,,4,0
4768,3894A5283,573131A3894B5283,,Journal Square,0,,1,0
861,3528A4969,160156A3528B4969,,33rd Street,1,,5,0
860,3894A5283,572547A3894B5283,,World Trade Center,1,,10,0
862,3530A4969,602554A3530B4969,,World Trade Center,1,,8,0
860,3893A5283,572464A3893B5283,,World Trade Center,1,,10,0
862,3530A4969,602572A3530B4969,,World Trade Center,1,,8,0
1024,3906A5310,159699A3906B5310,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572628A3893B5283,,Hoboken,0,,3,0
861,3528A4969,160154A3528B4969,,33rd Street,1,,5,0
4768,3894A5283,572950A3894B5283,,Hoboken,1,,12,0
4768,3894A5283,572909A3894B5283,,Hoboken,1,,12,0
861,3528A4969,160074A3528B4969,,33rd Street,1,,5,0
1024,3906A5293,159655A3906B5293,,33rd via Hoboken,1,,2,0
4768,3893A5283,572813A3893B5283,,Hoboken,1,,12,0
1024,3906A5310,159763A3906B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5293,159409A3907B5293,,33rd via Hoboken,1,,2,0
860,3528A4969,158542A3528B4969,,World Trade Center,1,,10,0
861,3528A4969,160158A3528B4969,,33rd Street,1,,5,0
862,3528A4969,159086A3528B4969,,Newark,0,,9,0
4768,3893A5283,572996A3893B5283,,Journal Square,0,,1,0
1024,3907A5310,159519A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5310,159477A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159755A3906B5293,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158470A3528B4969,,Hoboken,0,,7,0
862,3528A4969,159214A3528B4969,,World Trade Center,1,,8,0
860,3893A5283,572648A3893B5283,,Hoboken,0,,3,0
4768,3894A5283,572962A3894B5283,,Hoboken,1,,12,0
859,3528A4969,158414A3528B4969,,Hoboken,0,,7,0
1024,3907A5292,159499A3907B5292,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158367A3528B4969,,Hoboken,0,,7,0
1024,3907A5292,159381A3907B5292,,33rd via Hoboken,1,,2,0
1024,3906A5292,159652A3906B5292,,33rd via Hoboken,1,,2,0
862,3529A4969,602452A3529B4969,,World Trade Center,1,,8,0
860,3893A5283,572688A3893B5283,,Hoboken,0,,3,0
862,3528A4969,159234A3528B4969,,World Trade Center,1,,8,0
4768,3893A5283,572816A3893B5283,,Hoboken,1,,12,0
859,3528A4969,158440A3528B4969,,Hoboken,0,,7,0
1024,3906A5292,159766A3906B5292,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572569A3894B5283,,World Trade Center,1,,10,0
862,3528A4969,159237A3528B4969,,World Trade Center,1,,8,0
860,3894A5283,572781A3894B5283,,Hoboken,0,,3,0
4768,3893A5283,573009A3893B5283,,Journal Square,0,,1,0
4768,3893A5283,573039A3893B5283,,Journal Square,0,,1,0
1024,3907A5310,159382A3907B5310,,33rd via Hoboken,1,,2,0
862,3528A4969,159116A3528B4969,,Newark,0,,9,0
861,3528A4969,160161A3528B4969,,33rd Street,1,,5,0
1024,3907A5292,159401A3907B5292,,33rd via Hoboken,1,,2,0
1024,3908A5283,582198A3908B5283,,33rd via Hoboken,1,,2,0
862,3528A4969,159180A3528B4969,,World Trade Center,1,,8,0
4768,3893A5283,572977A3893B5283,,Journal Square,0,,1,0
1024,3906A5293,159654A3906B5293,,33rd via Hoboken,1,,2,0
4768,3893A5283,573052A3893B5283,,Journal Square,0,,1,0
862,3528A4969,159151A3528B4969,,World Trade Center,1,,8,0
1024,3907A5310,159416A3907B5310,,33rd via Hoboken,1,,2,0
1024,3907A5293,159478A3907B5293,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572446A3893B5283,,World Trade Center,1,,10,0
862,3530A4969,602567A3530B4969,,World Trade Center,1,,8,0
1024,3907A5310,159496A3907B5310,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572663A3893B5283,,Hoboken,0,,3,0
1024,3907A5292,159411A3907B5292,,33rd via Hoboken,1,,2,0
1024,3906A5293,159617A3906B5293,,33rd via Hoboken,1,,2,0
1024,3941A5283,582182A3941B5283,,33rd via Hoboken,1,,2,0
862,3528A4969,159121A3528B4969,,Newark,0,,9,0
1024,3906A5293,159716A3906B5293,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158553A3528B4969,,World Trade Center,1,,10,0
4768,3894A5283,573124A3894B5283,,Journal Square,0,,1,0
861,3528A4969,160236A3528B4969,,Journal Square,0,,6,0
860,3528A4969,158673A3528B4969,,Hoboken,0,,3,0
862,3529A4969,602475A3529B4969,,World Trade Center,1,,8,0
1024,3907A5310,159517A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5293,159510A3907B5293,,Journal Square via Hoboken,0,,4,0
862,3528A4969,158978A3528B4969,,Newark,0,,9,0
4768,3893A5283,573017A3893B5283,,Journal Square,0,,1,0
1024,3906A5293,159637A3906B5293,,33rd via Hoboken,1,,2,0
1024,3908A5283,582228A3908B5283,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158581A3528B4969,,World Trade Center,1,,10,0
860,3893A5283,572695A3893B5283,,Hoboken,0,,3,0
1024,3907A5310,159485A3907B5310,,Journal Square via Hoboken,0,,4,0
4768,3893A5283,573029A3893B5283,,Journal Square,0,,1,0
859,3528A4969,158343A3528B4969,,33rd Street,1,,11,0
1024,3907A5310,159536A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5292,159620A3906B5292,,33rd via Hoboken,1,,2,0
861,3528A4969,160232A3528B4969,,Journal Square,0,,6,0
1024,3907A5310,159507A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5310,159531A3907B5310,,Journal Square via Hoboken,0,,4,0
4768,3894A5283,573080A3894B5283,,Journal Square,0,,1,0
4768,3894A5283,572935A3894B5283,,Hoboken,1,,12,0
1024,3906A5292,159732A3906B5292,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159578A3906B5310,,33rd via Hoboken,1,,2,0
862,3528A4969,159185A3528B4969,,World Trade Center,1,,8,0
859,3528A4969,158322A3528B4969,,33rd Street,1,,11,0
1024,3906A5292,159742A3906B5292,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159780A3906B5293,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158634A3528B4969,,Hoboken,0,,3,0
1024,3907A5293,159505A3907B5293,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159157A3528B4969,,World Trade Center,1,,8,0
4768,3893A5283,572807A3893B5283,,Hoboken,1,,12,0
861,3528A4969,160325A3528B4969,,Journal Square,0,,6,0
1024,3906A5292,159618A3906B5292,,33rd via Hoboken,1,,2,0
1024,3907A5292,159403A3907B5292,,33rd via Hoboken,1,,2,0
1024,3906A5310,159658A3906B5310,,33rd via Hoboken,1,,2,0
1024,3906A5310,159771A3906B5310,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158319A3528B4969,,33rd Street,1,,11,0
1024,3906A5293,159681A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159537A3907B5292,,Journal Square via Hoboken,0,,4,0
861,3528A4969,160324A3528B4969,,Journal Square,0,,6,0
860,3894A5283,572741A3894B5283,,Hoboken,0,,3,0
1024,3907A5293,159476A3907B5293,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159445A3907B5292,,33rd via Hoboken,1,,2,0
1024,3906A5293,159640A3906B5293,,33rd via Hoboken,1,,2,0
860,3528A4969,158579A3528B4969,,World Trade Center,1,,10,0
4768,3893A5283,572879A3893B5283,,Hoboken,1,,12,0
1024,3907A5293,159465A3907B5293,,Journal Square via Hoboken,0,,4,0
859,3528A4969,158395A3528B4969,,Hoboken,0,,7,0
859,3528A4969,158294A3528B4969,,33rd Street,1,,11,0
1024,3906A5292,159583A3906B5292,,33rd via Hoboken,1,,2,0
1024,3943A5310,160032A3943B5310,,33rd via Hoboken,1,,2,0
1024,3943A5292,160046A3943B5292,,Journal Square via Hoboken,0,,4,0
1024,3943A5310,160044A3943B5310,,Journal Square via Hoboken,0,,4,0
4768,3893A5283,572838A3893B5283,,Hoboken,1,,12,0
1024,3907A5310,159530A3907B5310,,Journal Square via Hoboken,0,,4,0
4768,3893A5283,573053A3893B5283,,Journal Square,0,,1,0
862,3528A4969,159143A3528B4969,,World Trade Center,1,,8,0
861,3528A4969,160249A3528B4969,,Journal Square,0,,6,0
1024,3906A5293,159749A3906B5293,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572565A3894B5283,,World Trade Center,1,,10,0
1024,3941A5283,582206A3941B5283,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159705A3906B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159704A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159646A3906B5293,,33rd via Hoboken,1,,2,0
862,3529A4969,602377A3529B4969,,Newark,0,,9,0
862,3530A4969,602509A3530B4969,,Newark,0,,9,0
1024,3943A5310,160035A3943B5310,,33rd via Hoboken,1,,2,0
1024,3906A5293,159602A3906B5293,,33rd via Hoboken,1,,2,0
862,3530A4969,602498A3530B4969,,Newark,0,,9,0
1024,3907A5293,159455A3907B5293,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158712A3528B4969,,Hoboken,0,,3,0
862,3530A4969,602497A3530B4969,,Newark,0,,9,0
861,3528A4969,160230A3528B4969,,Journal Square,0,,6,0
860,3528A4969,158725A3528B4969,,Hoboken,0,,3,0
4768,3893A5283,572829A3893B5283,,Hoboken,1,,12,0
1024,3907A5293,159445A3907B5293,,33rd via Hoboken,1,,2,0
1024,3906A5292,159640A3906B5292,,33rd via Hoboken,1,,2,0
1024,3907A5310,159520A3907B5310,,Journal Square via Hoboken,0,,4,0
861,3528A4969,160269A3528B4969,,Journal Square,0,,6,0
1024,3907A5292,159465A3907B5292,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572600A3894B5283,,World Trade Center,1,,10,0
1024,3907A5293,159537A3907B5293,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572748A3894B5283,,Hoboken,0,,3,0
1024,3907A5292,159476A3907B5292,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159028A3528B4969,,Newark,0,,9,0
1024,3906A5293,159583A3906B5293,,33rd via Hoboken,1,,2,0
1024,3943A5293,160046A3943B5293,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159178A3528B4969,,World Trade Center,1,,8,0
862,3530A4969,602558A3530B4969,,World Trade Center,1,,8,0
860,3894A5283,572751A3894B5283,,Hoboken,0,,3,0
1024,3906A5293,159618A3906B5293,,33rd via Hoboken,1,,2,0
861,3528A4969,160068A3528B4969,,33rd Street,1,,5,0
1024,3907A5293,159403A3907B5293,,33rd via Hoboken,1,,2,0
4768,3908A5283,573146A3908B5283,,Journal Square,0,,1,0
861,3528A4969,160275A3528B4969,,Journal Square,0,,6,0
1024,3906A5292,159681A3906B5292,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572716A3894B5283,,Hoboken,0,,3,0
860,3893A5283,572660A3893B5283,,Hoboken,0,,3,0
860,3894A5283,572738A3894B5283,,Hoboken,0,,3,0
859,3528A4969,158444A3528B4969,,Hoboken,0,,7,0
862,3529A4969,602462A3529B4969,,World Trade Center,1,,8,0
1024,3906A5292,159602A3906B5292,,33rd via Hoboken,1,,2,0
860,3894A5283,572721A3894B5283,,Hoboken,0,,3,0
860,3528A4969,158580A3528B4969,,World Trade Center,1,,10,0
862,3528A4969,159080A3528B4969,,Newark,0,,9,0
861,3528A4969,160196A3528B4969,,Journal Square,0,,6,0
1024,3906A5310,159692A3906B5310,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572750A3894B5283,,Hoboken,0,,3,0
1024,3906A5310,159722A3906B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159455A3907B5292,,Journal Square via Hoboken,0,,4,0
4768,3894A5283,573141A3894B5283,,Journal Square,0,,1,0
862,3528A4969,159240A3528B4969,,World Trade Center,1,,8,0
1024,3906A5292,159749A3906B5292,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158550A3528B4969,,World Trade Center,1,,10,0
860,3894A5283,572574A3894B5283,,World Trade Center,1,,10,0
1024,3906A5292,159704A3906B5292,,Journal Square via Hoboken,0,,4,0
862,3530A4969,602540A3530B4969,,Newark,0,,9,0
1024,3906A5292,159646A3906B5292,,33rd via Hoboken,1,,2,0
4768,3894A5283,573144A3894B5283,,Journal Square,0,,1,0
1024,3907A5293,159411A3907B5293,,33rd via Hoboken,1,,2,0
1024,3907A5310,159481A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5292,159617A3906B5292,,33rd via Hoboken,1,,2,0
1024,3906A5310,159619A3906B5310,,33rd via Hoboken,1,,2,0
860,3894A5283,572725A3894B5283,,Hoboken,0,,3,0
4768,3894A5283,573125A3894B5283,,Journal Square,0,,1,0
1024,3907A5292,159478A3907B5292,,Journal Square via Hoboken,0,,4,0
860,3528A4969,158708A3528B4969,,Hoboken,0,,3,0
1024,3906A5292,159716A3906B5292,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159745A3906B5310,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572639A3893B5283,,Hoboken,0,,3,0
860,3528A4969,158584A3528B4969,,World Trade Center,1,,10,0
860,3894A5283,572744A3894B5283,,Hoboken,0,,3,0
862,3528A4969,159064A3528B4969,,Newark,0,,9,0
1024,3907A5310,159513A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159766A3906B5293,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159005A3528B4969,,Newark,0,,9,0
1024,3907A5293,159401A3907B5293,,33rd via Hoboken,1,,2,0
1024,3906A5292,159654A3906B5292,,33rd via Hoboken,1,,2,0
4768,3894A5283,572884A3894B5283,,Hoboken,1,,12,0
1024,3906A5310,159649A3906B5310,,33rd via Hoboken,1,,2,0
860,3893A5283,572493A3893B5283,,World Trade Center,1,,10,0
4768,3908A5283,572966A3908B5283,,Hoboken,1,,12,0
860,3528A4969,158531A3528B4969,,World Trade Center,1,,10,0
1024,3906A5293,159732A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3907A5310,159412A3907B5310,,33rd via Hoboken,1,,2,0
1024,3906A5293,159620A3906B5293,,33rd via Hoboken,1,,2,0
859,3528A4969,158450A3528B4969,,Hoboken,0,,7,0
1024,3907A5310,159538A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5292,159780A3906B5292,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572687A3893B5283,,Hoboken,0,,3,0
1024,3907A5292,159505A3907B5292,,Journal Square via Hoboken,0,,4,0
862,3529A4969,602401A3529B4969,,Newark,0,,9,0
1024,3906A5310,159622A3906B5310,,33rd via Hoboken,1,,2,0
860,3528A4969,158603A3528B4969,,World Trade Center,1,,10,0
4768,3893A5283,573045A3893B5283,,Journal Square,0,,1,0
861,3528A4969,160213A3528B4969,,Journal Square,0,,6,0
1024,3906A5293,159742A3906B5293,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572692A3893B5283,,Hoboken,0,,3,0
860,3894A5283,572583A3894B5283,,World Trade Center,1,,10,0
862,3528A4969,158989A3528B4969,,Newark,0,,9,0
860,3894A5283,572733A3894B5283,,Hoboken,0,,3,0
862,3528A4969,159221A3528B4969,,World Trade Center,1,,8,0
862,3528A4969,159186A3528B4969,,World Trade Center,1,,8,0
1024,3907A5292,159510A3907B5292,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572500A3893B5283,,World Trade Center,1,,10,0
4768,3893A5283,573060A3893B5283,,Journal Square,0,,1,0
1024,3906A5292,159637A3906B5292,,33rd via Hoboken,1,,2,0
4768,3893A5283,572875A3893B5283,,Hoboken,1,,12,0
4768,3894A5283,573133A3894B5283,,Journal Square,0,,1,0
861,3528A4969,160200A3528B4969,,Journal Square,0,,6,0
862,3528A4969,159272A3528B4969,,World Trade Center,1,,8,0
862,3530A4969,602596A3530B4969,,World Trade Center,1,,8,0
861,3528A4969,160252A3528B4969,,Journal Square,0,,6,0
859,3528A4969,158427A3528B4969,,Hoboken,0,,7,0
859,3528A4969,158458A3528B4969,,Hoboken,0,,7,0
1024,3941A5283,582179A3941B5283,,33rd via Hoboken,1,,2,0
862,3528A4969,159246A3528B4969,,World Trade Center,1,,8,0
860,3893A5283,572658A3893B5283,,Hoboken,0,,3,0
1024,3906A5292,159655A3906B5292,,33rd via Hoboken,1,,2,0
862,3528A4969,159061A3528B4969,,Newark,0,,9,0
1024,3906A5293,159751A3906B5293,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572702A3893B5283,,Hoboken,0,,3,0
862,3528A4969,159249A3528B4969,,World Trade Center,1,,8,0
862,3528A4969,159017A3528B4969,,Newark,0,,9,0
4768,3894A5283,573106A3894B5283,,Journal Square,0,,1,0
861,3528A4969,160110A3528B4969,,33rd Street,1,,5,0
1024,3906A5310,159589A3906B5310,,33rd via Hoboken,1,,2,0
1024,3906A5310,159587A3906B5310,,33rd via Hoboken,1,,2,0
859,3528A4969,158277A3528B4969,,33rd Street,1,,11,0
860,3528A4969,158663A3528B4969,,Hoboken,0,,3,0
4768,3893A5283,572833A3893B5283,,Hoboken,1,,12,0
860,3528A4969,158593A3528B4969,,World Trade Center,1,,10,0
861,3528A4969,160309A3528B4969,,Journal Square,0,,6,0
4768,3894A5283,573087A3894B5283,,Journal Square,0,,1,0
862,3529A4969,602422A3529B4969,,Newark,0,,9,0
861,3528A4969,160285A3528B4969,,Journal Square,0,,6,0
1024,3907A5293,159499A3907B5293,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159043A3528B4969,,Newark,0,,9,0
4768,3894A5283,573115A3894B5283,,Journal Square,0,,1,0
1024,3907A5310,159441A3907B5310,,33rd via Hoboken,1,,2,0
1024,3907A5293,159381A3907B5293,,33rd via Hoboken,1,,2,0
1024,3906A5293,159652A3906B5293,,33rd via Hoboken,1,,2,0
1024,3906A5310,159725A3906B5310,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572491A3893B5283,,World Trade Center,1,,10,0
860,3893A5283,572649A3893B5283,,Hoboken,0,,3,0
862,3528A4969,159192A3528B4969,,World Trade Center,1,,8,0
1024,3907A5310,159463A3907B5310,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159754A3906B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5292,159409A3907B5292,,33rd via Hoboken,1,,2,0
860,3893A5283,572636A3893B5283,,Hoboken,0,,3,0
4768,3894A5283,572939A3894B5283,,Hoboken,1,,12,0
860,3894A5283,572774A3894B5283,,Hoboken,0,,3,0
860,3893A5283,572622A3893B5283,,Hoboken,0,,3,0
1024,3907A5310,159427A3907B5310,,33rd via Hoboken,1,,2,0
861,3528A4969,160312A3528B4969,,Journal Square,0,,6,0
860,3528A4969,158658A3528B4969,,Hoboken,0,,3,0
1024,3906A5292,159755A3906B5292,,Journal Square via Hoboken,0,,4,0
862,3529A4969,602451A3529B4969,,World Trade Center,1,,8,0
1024,3906A5293,159778A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3906A5293,159711A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3907A5310,159402A3907B5310,,33rd via Hoboken,1,,2,0
860,3894A5283,572530A3894B5283,,World Trade Center,1,,10,0
1024,3906A5310,159695A3906B5310,,Journal Square via Hoboken,0,,4,0
862,3529A4969,602393A3529B4969,,Newark,0,,9,0
4768,3894A5283,573132A3894B5283,,Journal Square,0,,1,0
1024,3907A5292,159516A3907B5292,,Journal Square via Hoboken,0,,4,0
860,3893A5283,572473A3893B5283,,World Trade Center,1,,10,0
1024,3906A5293,159582A3906B5293,,33rd via Hoboken,1,,2,0
1024,3906A5292,159628A3906B5292,,33rd via Hoboken,1,,2,0
859,3528A4969,158390A3528B4969,,Hoboken,0,,7,0
1024,3906A5292,159571A3906B5292,,33rd via Hoboken,1,,2,0
1024,3906A5293,159750A3906B5293,,Journal Square via Hoboken,0,,4,0
1024,3906A5310,159740A3906B5310,,Journal Square via Hoboken,0,,4,0
1024,3907A5293,159469A3907B5293,,Journal Square via Hoboken,0,,4,0
860,3894A5283,572578A3894B5283,,World Trade Center,1,,10,0
1024,3907A5310,159526A3907B5310,,Journal Square via Hoboken,0,,4,0
862,3528A4969,159101A3528B4969,,Newark,0,,9,0
860,3894A5283,572731A3894B5283,,Hoboken,0,,3,0
